ORTHOMCL	Neosp1	Orpsp1_1	Anasp1	Pirfi3	DOMAINS
ORTHO_03483	1	2	1	1	
ORTHO_03484	2	1	1	1	
ORTHO_03485	2	1	1	1	
ORTHO_03486	2	0	2	1	
ORTHO_03487	2	1	1	1	
ORTHO_03488	2	1	1	1	
ORTHO_03489	1	2	1	1	
ORTHO_03490	1	2	1	1	
ORTHO_03491	1	2	1	1	
ORTHO_03492	1	2	1	1	
ORTHO_03493	1	2	1	1	
ORTHO_03494	2	1	1	1	
ORTHO_03495	2	1	1	1	
ORTHO_03496	1	1	2	1	
ORTHO_03497	2	1	1	1	
ORTHO_03498	1	2	1	1	
ORTHO_03499	2	1	1	1	
ORTHO_03500	2	1	1	1	
ORTHO_03501	2	0	2	1	
ORTHO_03502	1	2	1	1	
ORTHO_03503	2	1	1	1	
ORTHO_03504	2	1	1	1	
ORTHO_03505	2	1	1	1	
ORTHO_03506	1	2	1	1	
ORTHO_03507	2	1	1	1	
ORTHO_03508	2	1	1	1	
ORTHO_03509	2	1	1	1	
ORTHO_03510	1	2	1	1	
ORTHO_03511	2	1	1	1	
ORTHO_03512	1	2	1	1	
ORTHO_03513	2	1	1	1	
ORTHO_03514	2	1	1	1	
ORTHO_03515	1	2	1	1	
ORTHO_03516	2	1	1	1	
ORTHO_03517	2	0	2	1	
ORTHO_03518	1	2	1	1	
ORTHO_03519	2	1	1	1	
ORTHO_03520	2	1	1	1	
ORTHO_03521	2	1	1	1	
ORTHO_03522	1	2	1	1	
ORTHO_03523	1	2	1	1	
ORTHO_03524	2	1	1	1	
ORTHO_03525	2	1	1	1	
ORTHO_03526	2	1	1	1	
ORTHO_03527	2	1	1	1	
ORTHO_03528	2	1	1	1	
ORTHO_03529	2	1	1	1	
ORTHO_03530	2	1	1	1	
ORTHO_03531	1	1	2	1	
ORTHO_03532	2	1	1	1	
ORTHO_03533	2	1	1	1	
ORTHO_03534	1	2	1	1	
ORTHO_03535	2	1	1	1	
ORTHO_03536	2	1	1	1	
ORTHO_03537	1	2	1	1	
ORTHO_03538	1	2	1	1	
ORTHO_03539	2	1	1	1	
ORTHO_03540	1	2	1	1	
ORTHO_03541	2	1	1	1	
ORTHO_03542	1	1	2	1	
ORTHO_03543	2	1	1	1	
ORTHO_03544	1	1	2	1	
ORTHO_03545	2	1	1	1	
ORTHO_03546	2	1	1	1	
ORTHO_03547	2	1	1	1	
ORTHO_03548	2	1	1	1	
ORTHO_03549	2	1	1	1	
ORTHO_03550	2	1	1	1	
ORTHO_03551	0	5	0	0	
ORTHO_03552	0	5	0	0	
ORTHO_03553	0	5	0	0	
ORTHO_03554	0	3	2	0	
ORTHO_03555	0	5	0	0	
ORTHO_03556	0	5	0	0	
ORTHO_03557	0	5	0	0	
ORTHO_03558	0	5	0	0	
ORTHO_03559	1	2	2	0	
ORTHO_03560	0	5	0	0	
ORTHO_03561	1	3	1	0	
ORTHO_03562	3	2	0	0	
ORTHO_03563	1	4	0	0	
ORTHO_03564	0	5	0	0	
ORTHO_03565	0	5	0	0	
ORTHO_03566	0	5	0	0	
ORTHO_03567	0	5	0	0	
ORTHO_03568	0	5	0	0	
ORTHO_03569	1	3	1	0	
ORTHO_03570	0	4	1	0	
ORTHO_03571	1	2	2	0	
ORTHO_03572	0	5	0	0	
ORTHO_03573	2	2	1	0	
ORTHO_03574	0	5	0	0	
ORTHO_03575	0	4	1	0	
ORTHO_03576	0	4	1	0	
ORTHO_03577	0	5	0	0	
ORTHO_03578	1	4	0	0	
ORTHO_03579	1	3	1	0	
ORTHO_03580	0	5	0	0	
ORTHO_03581	1	4	0	0	
ORTHO_03582	2	2	1	0	
ORTHO_03583	0	5	0	0	
ORTHO_03584	1	3	1	0	
ORTHO_03585	1	4	0	0	
ORTHO_03586	0	5	0	0	
ORTHO_03587	3	2	0	0	
ORTHO_03588	0	5	0	0	
ORTHO_03589	0	5	0	0	
ORTHO_03590	0	4	1	0	
ORTHO_03591	0	5	0	0	
ORTHO_03592	3	2	0	0	
ORTHO_03593	0	5	0	0	
ORTHO_03594	0	5	0	0	
ORTHO_03595	1	2	2	0	
ORTHO_03596	1	4	0	0	
ORTHO_03597	0	5	0	0	
ORTHO_03598	0	5	0	0	
ORTHO_03599	2	2	1	0	
ORTHO_03600	0	5	0	0	
ORTHO_03601	1	3	1	0	
ORTHO_03602	2	2	1	0	
ORTHO_03603	1	2	2	0	
ORTHO_03604	3	2	0	0	
ORTHO_03605	5	0	0	0	
ORTHO_03606	0	1	4	0	
ORTHO_03607	5	0	0	0	
ORTHO_03608	2	1	2	0	
ORTHO_03609	2	2	1	0	
ORTHO_03610	1	1	3	0	
ORTHO_03611	0	1	4	0	
ORTHO_03612	4	1	0	0	
ORTHO_03613	3	1	1	0	
ORTHO_03614	4	1	0	0	
ORTHO_03615	1	1	3	0	
ORTHO_03616	2	2	1	0	
ORTHO_03617	4	0	1	0	
ORTHO_03618	5	0	0	0	
ORTHO_03619	5	0	0	0	
ORTHO_03620	5	0	0	0	
ORTHO_03621	5	0	0	0	
ORTHO_03622	3	0	2	0	
ORTHO_03623	5	0	0	0	
ORTHO_03624	3	1	1	0	
ORTHO_03625	5	0	0	0	
ORTHO_03626	2	2	1	0	
ORTHO_03627	5	0	0	0	
ORTHO_03628	5	0	0	0	
ORTHO_03629	5	0	0	0	
ORTHO_03630	5	0	0	0	
ORTHO_03631	2	1	2	0	
ORTHO_03632	1	1	3	0	
ORTHO_03633	0	1	4	0	
ORTHO_03634	5	0	0	0	
ORTHO_03635	5	0	0	0	
ORTHO_03636	2	0	3	0	
ORTHO_03637	0	0	5	0	
ORTHO_03638	0	0	5	0	
ORTHO_03639	0	0	5	0	
ORTHO_03640	0	0	5	0	
ORTHO_03641	0	0	5	0	
ORTHO_03642	0	0	5	0	
ORTHO_03643	0	0	5	0	
ORTHO_03644	0	0	5	0	
ORTHO_03645	0	0	5	0	
ORTHO_03646	0	0	5	0	
ORTHO_03647	0	0	5	0	
ORTHO_03648	0	0	5	0	
ORTHO_03649	0	0	5	0	
ORTHO_03650	0	0	5	0	
ORTHO_03651	0	0	5	0	
ORTHO_03652	0	0	5	0	
ORTHO_03653	0	0	5	0	
ORTHO_03654	0	0	5	0	
ORTHO_03655	0	0	5	0	
ORTHO_03656	4	0	0	0	
ORTHO_03657	2	0	1	1	
ORTHO_03658	2	0	2	0	
ORTHO_03659	2	1	0	1	
ORTHO_03660	2	0	1	1	
ORTHO_03661	2	1	1	0	
ORTHO_03662	2	0	1	1	
ORTHO_03663	2	1	0	1	
ORTHO_03664	2	0	1	1	
ORTHO_03665	3	0	1	0	
ORTHO_03666	2	0	1	1	
ORTHO_03667	2	0	1	1	
ORTHO_03668	2	0	1	1	
ORTHO_03669	2	0	1	1	
ORTHO_03670	2	0	1	1	
ORTHO_03671	2	0	1	1	
ORTHO_03672	2	2	0	0	
ORTHO_03673	3	0	1	0	
ORTHO_03674	2	0	1	1	
ORTHO_03675	2	0	1	1	
ORTHO_03676	2	0	1	1	
ORTHO_03677	2	0	1	1	
ORTHO_03678	2	1	0	1	
ORTHO_03679	3	1	0	0	
ORTHO_03680	2	0	1	1	
ORTHO_03681	2	0	1	1	
ORTHO_03682	2	0	1	1	
ORTHO_03683	2	1	0	1	
ORTHO_03684	2	0	1	1	
ORTHO_03685	4	0	0	0	
ORTHO_03686	2	0	1	1	
ORTHO_03687	3	1	0	0	
ORTHO_03688	2	0	1	1	
ORTHO_03689	2	0	1	1	
ORTHO_03690	2	1	1	0	
ORTHO_03691	2	1	1	0	
ORTHO_03692	4	0	0	0	
ORTHO_03693	2	1	0	1	
ORTHO_03694	2	1	0	1	
ORTHO_03695	2	0	1	1	
ORTHO_03696	2	0	1	1	
ORTHO_03697	2	0	1	1	
ORTHO_03698	2	0	1	1	
ORTHO_03699	2	0	1	1	
ORTHO_03700	2	0	1	1	
ORTHO_03701	4	0	0	0	
ORTHO_03702	2	0	1	1	
ORTHO_03703	2	0	1	1	
ORTHO_03704	2	1	1	0	
ORTHO_03705	4	0	0	0	
ORTHO_03706	2	0	1	1	
ORTHO_03707	4	0	0	0	
ORTHO_03708	2	0	1	1	
ORTHO_03709	3	0	1	0	
ORTHO_03710	2	0	1	1	
ORTHO_03711	2	0	1	1	
ORTHO_03712	2	1	0	1	
ORTHO_03713	2	0	1	1	
ORTHO_03714	2	1	1	0	
ORTHO_03715	4	0	0	0	
ORTHO_03716	2	0	1	1	
ORTHO_03717	2	0	1	1	
ORTHO_03718	2	0	1	1	
ORTHO_03719	4	0	0	0	
ORTHO_03720	3	0	1	0	
ORTHO_03721	2	0	1	1	
ORTHO_03722	2	0	1	1	
ORTHO_03723	2	0	1	1	
ORTHO_03724	2	0	1	1	
ORTHO_03725	2	0	1	1	
ORTHO_03726	2	0	1	1	
ORTHO_03727	2	0	1	1	
ORTHO_03728	2	0	1	1	
ORTHO_03729	2	1	0	1	
ORTHO_03730	2	0	1	1	
ORTHO_03731	2	0	1	1	
ORTHO_03732	2	1	0	1	
ORTHO_03733	2	0	1	1	
ORTHO_03734	2	0	1	1	
ORTHO_03735	4	0	0	0	
ORTHO_03736	4	0	0	0	
ORTHO_03737	2	1	1	0	
ORTHO_03738	2	0	1	1	
ORTHO_03739	2	0	1	1	
ORTHO_03740	2	0	1	1	
ORTHO_03741	2	0	1	1	
ORTHO_03742	2	0	1	1	
ORTHO_03743	3	0	1	0	
ORTHO_03744	4	0	0	0	
ORTHO_03745	2	0	1	1	
ORTHO_03746	2	0	1	1	
ORTHO_03747	2	0	1	1	
ORTHO_03748	4	0	0	0	
ORTHO_03749	2	0	1	1	
ORTHO_03750	2	0	1	1	
ORTHO_03751	2	1	1	0	
ORTHO_03752	3	0	1	0	
ORTHO_03753	2	0	1	1	
ORTHO_03754	4	0	0	0	
ORTHO_03755	4	0	0	0	
ORTHO_03756	2	0	1	1	
ORTHO_03757	2	0	1	1	
ORTHO_03758	2	0	1	1	
ORTHO_03759	2	0	1	1	
ORTHO_03760	2	0	1	1	
ORTHO_03761	2	0	1	1	
ORTHO_03762	2	0	1	1	
ORTHO_03763	2	0	1	1	
ORTHO_03764	4	0	0	0	
ORTHO_03765	3	0	0	1	
ORTHO_03766	2	0	1	1	
ORTHO_03767	2	1	0	1	
ORTHO_03768	2	0	1	1	
ORTHO_03769	3	1	0	0	
ORTHO_03770	4	0	0	0	
ORTHO_03771	4	0	0	0	
ORTHO_03772	4	0	0	0	
ORTHO_03773	3	1	0	0	
ORTHO_03774	2	1	1	0	
ORTHO_03775	2	0	1	1	
ORTHO_03776	2	0	1	1	
ORTHO_03777	2	0	1	1	
ORTHO_03778	2	0	1	1	
ORTHO_03779	2	0	1	1	
ORTHO_03780	2	0	1	1	
ORTHO_03781	2	0	1	1	
ORTHO_03782	2	0	1	1	
ORTHO_03783	2	0	1	1	
ORTHO_03784	2	0	1	1	
ORTHO_03785	2	0	1	1	
ORTHO_03786	4	0	0	0	
ORTHO_03787	2	0	1	1	
ORTHO_03788	2	0	1	1	
ORTHO_03789	2	1	1	0	
ORTHO_03790	2	0	1	1	
ORTHO_03791	2	0	1	1	
ORTHO_03792	2	0	1	1	
ORTHO_03793	2	0	1	1	
ORTHO_03794	2	0	1	1	
ORTHO_03795	3	0	1	0	
ORTHO_03796	2	1	0	1	
ORTHO_03797	2	0	1	1	
ORTHO_03798	2	0	1	1	
ORTHO_03799	2	0	1	1	
ORTHO_03800	2	0	1	1	
ORTHO_03801	2	0	1	1	
ORTHO_03802	2	0	1	1	
ORTHO_03803	2	0	1	1	
ORTHO_03804	2	0	1	1	
ORTHO_03805	2	0	1	1	
ORTHO_03806	2	1	0	1	
ORTHO_03807	2	0	1	1	
ORTHO_03808	2	0	1	1	
ORTHO_03809	2	0	1	1	
ORTHO_03810	2	0	1	1	
ORTHO_03811	2	1	1	0	
ORTHO_03812	2	0	1	1	
ORTHO_03813	2	0	1	1	
ORTHO_03814	2	0	1	1	
ORTHO_03815	2	0	1	1	
ORTHO_03816	2	0	1	1	
ORTHO_03817	1	1	1	1	
ORTHO_03818	1	1	1	1	
ORTHO_03819	1	1	1	1	
ORTHO_03820	1	1	1	1	
ORTHO_03821	1	1	1	1	
ORTHO_03822	1	1	1	1	
ORTHO_03823	2	1	0	1	
ORTHO_03824	1	1	1	1	
ORTHO_03825	1	1	1	1	
ORTHO_03826	1	1	1	1	
ORTHO_03827	1	1	1	1	
ORTHO_03828	1	1	1	1	
ORTHO_03829	1	1	1	1	
ORTHO_03830	1	1	1	1	
ORTHO_03831	1	1	1	1	
ORTHO_03832	1	2	1	0	
ORTHO_03833	1	1	1	1	
ORTHO_03834	1	1	1	1	
ORTHO_03835	1	1	1	1	
ORTHO_03836	1	1	1	1	
ORTHO_03837	1	1	1	1	
ORTHO_03838	1	1	1	1	
ORTHO_03839	1	1	1	1	
ORTHO_03840	1	1	1	1	
ORTHO_03841	1	1	1	1	
ORTHO_03842	1	1	2	0	
ORTHO_03843	1	1	1	1	
ORTHO_03844	1	1	1	1	
ORTHO_03845	1	1	1	1	
ORTHO_03846	1	1	1	1	
ORTHO_03847	1	1	1	1	
ORTHO_03848	1	1	1	1	
ORTHO_03849	1	1	1	1	
ORTHO_03850	2	0	1	1	
ORTHO_03851	1	1	1	1	
ORTHO_03852	1	1	1	1	
ORTHO_03853	1	1	1	1	
ORTHO_03854	1	1	1	1	
ORTHO_03855	1	1	1	1	
ORTHO_03856	1	1	1	1	
ORTHO_03857	1	1	1	1	
ORTHO_03858	1	1	1	1	
ORTHO_03859	1	1	1	1	
ORTHO_03860	1	1	1	1	
ORTHO_03861	1	0	2	1	
ORTHO_03862	1	1	1	1	
ORTHO_03863	1	1	2	0	
ORTHO_03864	1	1	1	1	
ORTHO_03865	1	1	1	1	
ORTHO_03866	1	1	1	1	
ORTHO_03867	1	1	1	1	
ORTHO_03868	1	1	1	1	
ORTHO_03869	2	0	1	1	
ORTHO_03870	1	1	1	1	
ORTHO_03871	1	1	1	1	
ORTHO_03872	1	1	1	1	
ORTHO_03873	1	1	1	1	
ORTHO_03874	1	1	1	1	
ORTHO_03875	2	0	1	1	
ORTHO_03876	1	1	1	1	
ORTHO_03877	1	1	1	1	
ORTHO_03878	1	1	1	1	
ORTHO_03879	1	1	1	1	
ORTHO_03880	1	1	1	1	
ORTHO_03881	1	1	1	1	
ORTHO_03882	1	1	1	1	
ORTHO_03883	1	1	1	1	
ORTHO_03884	1	1	1	1	
ORTHO_03885	1	1	1	1	
ORTHO_03886	1	1	1	1	
ORTHO_03887	1	1	1	1	
ORTHO_03888	1	1	1	1	
ORTHO_03889	1	1	1	1	
ORTHO_03890	1	1	1	1	
ORTHO_03891	1	1	1	1	
ORTHO_03892	1	1	1	1	
ORTHO_03893	1	1	1	1	
ORTHO_03894	1	1	1	1	
ORTHO_03895	1	1	1	1	
ORTHO_03896	1	1	1	1	
ORTHO_03897	1	1	1	1	
ORTHO_03898	2	0	1	1	
ORTHO_03899	1	1	1	1	
ORTHO_03900	1	1	1	1	
ORTHO_03901	1	1	1	1	
ORTHO_03902	2	1	0	1	
ORTHO_03903	1	1	1	1	
ORTHO_03904	1	1	1	1	
ORTHO_03905	1	1	1	1	
ORTHO_03906	1	0	2	1	
ORTHO_03907	2	0	1	1	
ORTHO_03908	1	1	1	1	
ORTHO_03909	1	1	1	1	
ORTHO_03910	1	1	2	0	
ORTHO_03911	1	1	1	1	
ORTHO_03912	1	1	1	1	
ORTHO_03913	1	1	1	1	
ORTHO_03914	1	2	0	1	
ORTHO_03915	1	1	1	1	
ORTHO_03916	2	0	1	1	
ORTHO_03917	1	1	1	1	
ORTHO_03918	1	1	1	1	
ORTHO_03919	1	1	1	1	
ORTHO_03920	1	1	1	1	
ORTHO_03921	1	1	1	1	
ORTHO_03922	1	1	1	1	
ORTHO_03923	2	1	0	1	
ORTHO_03924	1	1	1	1	
ORTHO_03925	2	1	0	1	
ORTHO_03926	1	1	1	1	
ORTHO_03927	1	1	1	1	
ORTHO_03928	1	1	1	1	
ORTHO_03929	1	1	1	1	
ORTHO_03930	1	1	1	1	
ORTHO_03931	1	1	1	1	
ORTHO_03932	1	1	1	1	
ORTHO_03933	1	1	1	1	
ORTHO_03934	1	1	1	1	
ORTHO_03935	1	1	1	1	
ORTHO_03936	1	1	1	1	
ORTHO_03937	1	1	1	1	
ORTHO_03938	1	1	1	1	
ORTHO_03939	1	1	1	1	
ORTHO_03940	1	1	1	1	
ORTHO_03941	1	1	1	1	
ORTHO_03942	1	1	1	1	
ORTHO_03943	1	1	1	1	
ORTHO_03944	1	1	1	1	
ORTHO_03945	1	1	1	1	
ORTHO_03946	1	1	1	1	
ORTHO_03947	1	1	1	1	
ORTHO_03948	1	1	1	1	
ORTHO_03949	1	1	1	1	
ORTHO_03950	1	1	1	1	
ORTHO_03951	1	2	0	1	
ORTHO_03952	1	1	1	1	
ORTHO_03953	1	1	1	1	
ORTHO_03954	1	1	1	1	
ORTHO_03955	1	1	1	1	
ORTHO_03956	2	0	1	1	
ORTHO_03957	1	1	1	1	
ORTHO_03958	1	1	1	1	
ORTHO_03959	1	0	1	2	
ORTHO_03960	1	1	1	1	
ORTHO_03961	0	1	2	1	
ORTHO_03962	1	1	1	1	
ORTHO_03963	1	1	1	1	
ORTHO_03964	1	1	1	1	
ORTHO_03965	1	1	2	0	
ORTHO_03966	1	1	1	1	
ORTHO_03967	1	1	1	1	
ORTHO_03968	1	1	1	1	
ORTHO_03969	1	1	1	1	
ORTHO_03970	1	1	1	1	
ORTHO_03971	1	1	1	1	
ORTHO_03972	1	0	0	3	
ORTHO_03973	1	1	1	1	
ORTHO_03974	1	1	1	1	
ORTHO_03975	1	1	1	1	
ORTHO_03976	1	1	1	1	
ORTHO_03977	2	0	1	1	
ORTHO_03978	1	3	0	0	
ORTHO_03979	1	1	1	1	
ORTHO_03980	1	1	1	1	
ORTHO_03981	1	0	1	2	
ORTHO_03982	1	1	1	1	
ORTHO_03983	1	1	1	1	
ORTHO_03984	1	1	1	1	
ORTHO_03985	1	1	1	1	
ORTHO_03986	1	1	1	1	
ORTHO_03987	2	0	1	1	
ORTHO_03988	1	1	1	1	
ORTHO_03989	1	0	1	2	
ORTHO_03990	1	1	1	1	
ORTHO_03991	1	1	1	1	
ORTHO_03992	1	1	1	1	
ORTHO_03993	1	1	1	1	
ORTHO_03994	1	1	1	1	
ORTHO_03995	1	1	1	1	
ORTHO_03996	1	1	1	1	
ORTHO_03997	2	1	0	1	
ORTHO_03998	1	1	1	1	
ORTHO_03999	1	1	1	1	
ORTHO_04000	1	1	1	1	
ORTHO_04001	1	1	1	1	
ORTHO_04002	1	1	1	1	
ORTHO_04003	1	1	1	1	
ORTHO_04004	1	1	1	1	
ORTHO_04005	1	1	1	1	
ORTHO_04006	1	1	1	1	
ORTHO_04007	1	1	1	1	
ORTHO_04008	1	1	1	1	
ORTHO_04009	1	1	1	1	
ORTHO_04010	1	1	1	1	
ORTHO_04011	1	2	1	0	
ORTHO_04012	1	1	1	1	
ORTHO_04013	1	1	1	1	
ORTHO_04014	2	0	1	1	
ORTHO_04015	1	1	1	1	
ORTHO_04016	1	1	1	1	
ORTHO_04017	1	1	1	1	
ORTHO_04018	1	1	1	1	
ORTHO_04019	1	1	1	1	
ORTHO_04020	1	1	1	1	
ORTHO_04021	1	1	1	1	
ORTHO_04022	1	1	1	1	
ORTHO_04023	1	1	1	1	
ORTHO_04024	1	1	1	1	
ORTHO_04025	1	1	1	1	
ORTHO_04026	1	0	2	1	
ORTHO_04027	1	0	0	3	
ORTHO_04028	1	1	1	1	
ORTHO_04029	1	1	1	1	
ORTHO_04030	2	1	1	0	
ORTHO_04031	1	1	1	1	
ORTHO_04032	1	1	1	1	
ORTHO_04033	1	1	1	1	
ORTHO_04034	1	1	1	1	
ORTHO_04035	1	1	1	1	
ORTHO_04036	1	1	1	1	
ORTHO_04037	2	0	1	1	
ORTHO_04038	1	1	1	1	
ORTHO_04039	1	1	1	1	
ORTHO_04040	1	1	1	1	
ORTHO_04041	1	1	1	1	
ORTHO_04042	1	1	1	1	
ORTHO_04043	1	1	1	1	
ORTHO_04044	1	1	1	1	
ORTHO_04045	1	1	1	1	
ORTHO_04046	1	1	1	1	
ORTHO_04047	1	1	1	1	
ORTHO_04048	1	1	1	1	
ORTHO_04049	1	1	1	1	
ORTHO_04050	1	1	1	1	
ORTHO_04051	1	1	1	1	
ORTHO_04052	1	2	1	0	
ORTHO_04053	1	1	1	1	
ORTHO_04054	1	1	1	1	
ORTHO_04055	1	1	1	1	
ORTHO_04056	2	0	1	1	
ORTHO_04057	1	1	1	1	
ORTHO_04058	1	1	1	1	
ORTHO_04059	1	1	1	1	
ORTHO_04060	1	1	1	1	
ORTHO_04061	1	1	1	1	
ORTHO_04062	1	1	1	1	
ORTHO_04063	1	1	1	1	
ORTHO_04064	1	2	1	0	
ORTHO_04065	1	1	1	1	
ORTHO_04066	1	2	0	1	
ORTHO_04067	1	1	1	1	
ORTHO_04068	1	1	1	1	
ORTHO_04069	1	1	2	0	
ORTHO_04070	1	1	1	1	
ORTHO_04071	1	1	1	1	
ORTHO_04072	1	1	1	1	
ORTHO_04073	1	1	1	1	
ORTHO_04074	1	1	1	1	
ORTHO_04075	1	1	1	1	
ORTHO_04076	1	1	1	1	
ORTHO_04077	1	1	1	1	
ORTHO_04078	0	3	1	0	
ORTHO_04079	1	1	2	0	
ORTHO_04080	0	0	0	4	
ORTHO_04081	0	0	0	4	
ORTHO_04082	0	0	0	4	
ORTHO_04083	0	0	1	3	
ORTHO_04084	0	0	0	4	
ORTHO_04085	1	1	0	2	
ORTHO_04086	0	0	0	4	
ORTHO_04087	0	0	0	4	
ORTHO_04088	0	0	0	4	
ORTHO_04089	1	0	1	2	
ORTHO_04090	0	0	0	4	
ORTHO_04091	0	0	0	4	
ORTHO_04092	0	0	0	4	
ORTHO_04093	1	0	0	3	
ORTHO_04094	1	1	0	2	
ORTHO_04095	0	0	1	3	
ORTHO_04096	0	0	1	3	
ORTHO_04097	1	0	1	2	
ORTHO_04098	2	0	0	2	
ORTHO_04099	0	0	0	4	
ORTHO_04100	2	0	0	2	
ORTHO_04101	0	2	0	2	
ORTHO_04102	0	0	0	4	
ORTHO_04103	0	0	0	4	
ORTHO_04104	0	0	0	4	
ORTHO_04105	0	1	0	3	
ORTHO_04106	1	0	0	3	
ORTHO_04107	1	1	0	2	
ORTHO_04108	1	0	1	2	
ORTHO_04109	1	1	0	2	
ORTHO_04110	0	1	1	2	
ORTHO_04111	0	1	1	2	
ORTHO_04112	0	0	0	4	
ORTHO_04113	0	0	0	4	
ORTHO_04114	1	0	1	2	
ORTHO_04115	0	0	1	3	
ORTHO_04116	0	1	1	2	
ORTHO_04117	1	0	1	2	
ORTHO_04118	2	0	0	2	
ORTHO_04119	1	1	0	2	
ORTHO_04120	0	0	1	3	
ORTHO_04121	0	2	0	2	
ORTHO_04122	1	0	1	2	
ORTHO_04123	1	0	1	2	
ORTHO_04124	1	0	1	2	
ORTHO_04125	1	0	1	2	
ORTHO_04126	1	0	1	2	
ORTHO_04127	1	0	1	2	
ORTHO_04128	1	1	0	2	
ORTHO_04129	1	0	0	3	
ORTHO_04130	1	0	1	2	
ORTHO_04131	1	0	1	2	
ORTHO_04132	1	0	1	2	
ORTHO_04133	0	1	1	2	
ORTHO_04134	1	0	1	2	
ORTHO_04135	2	0	1	1	
ORTHO_04136	1	1	1	1	
ORTHO_04137	1	1	1	1	
ORTHO_04138	2	0	1	1	
ORTHO_04139	1	1	1	1	
ORTHO_04140	1	1	1	1	
ORTHO_04141	2	0	1	1	
ORTHO_04142	1	1	1	1	
ORTHO_04143	1	1	1	1	
ORTHO_04144	1	2	0	1	
ORTHO_04145	1	1	1	1	
ORTHO_04146	1	1	1	1	
ORTHO_04147	1	1	1	1	
ORTHO_04148	1	1	1	1	
ORTHO_04149	1	1	1	1	
ORTHO_04150	2	0	1	1	
ORTHO_04151	1	1	1	1	
ORTHO_04152	1	1	1	1	
ORTHO_04153	2	0	1	1	
ORTHO_04154	1	1	1	1	
ORTHO_04155	1	1	1	1	
ORTHO_04156	1	1	1	1	
ORTHO_04157	1	2	0	1	
ORTHO_04158	1	1	1	1	
ORTHO_04159	1	1	1	1	
ORTHO_04160	1	1	1	1	
ORTHO_04161	1	1	1	1	
ORTHO_04162	1	1	1	1	
ORTHO_04163	1	1	1	1	
ORTHO_04164	2	0	1	1	
ORTHO_04165	1	0	2	1	
ORTHO_04166	2	0	1	1	
ORTHO_04167	1	1	1	1	
ORTHO_04168	2	0	1	1	
ORTHO_04169	2	0	1	1	
ORTHO_04170	1	1	1	1	
ORTHO_04171	2	0	1	1	
ORTHO_04172	1	1	1	1	
ORTHO_04173	1	1	1	1	
ORTHO_04174	1	1	1	1	
ORTHO_04175	1	1	1	1	
ORTHO_04176	1	1	1	1	
ORTHO_04177	1	1	1	1	
ORTHO_04178	1	1	1	1	
ORTHO_04179	2	0	1	1	
ORTHO_04180	0	2	1	1	
ORTHO_04181	2	0	1	1	
ORTHO_04182	2	0	1	1	
ORTHO_04183	1	1	1	1	
ORTHO_04184	1	1	1	1	
ORTHO_04185	1	1	1	1	
ORTHO_04186	1	1	1	1	
ORTHO_04187	1	1	1	1	
ORTHO_04188	1	1	1	1	
ORTHO_04189	1	1	1	1	
ORTHO_04190	2	0	1	1	
ORTHO_04191	1	1	1	1	
ORTHO_04192	1	1	1	1	
ORTHO_04193	1	1	1	1	
ORTHO_04194	1	1	1	1	
ORTHO_04195	1	1	1	1	
ORTHO_04196	1	1	1	1	
ORTHO_04197	2	0	1	1	
ORTHO_04198	1	1	1	1	
ORTHO_04199	1	1	1	1	
ORTHO_04200	1	1	1	1	
ORTHO_04201	1	1	1	1	
ORTHO_04202	1	1	1	1	
ORTHO_04203	1	1	1	1	
ORTHO_04204	1	1	1	1	
ORTHO_04205	1	1	1	1	
ORTHO_04206	2	0	1	1	
ORTHO_04207	1	1	1	1	
ORTHO_04208	1	1	1	1	
ORTHO_04209	1	1	1	1	
ORTHO_04210	1	1	1	1	
ORTHO_04211	2	0	1	1	
ORTHO_04212	1	1	1	1	
ORTHO_04213	1	1	1	1	
ORTHO_04214	2	0	1	1	
ORTHO_04215	2	0	1	1	
ORTHO_04216	1	1	1	1	
ORTHO_04217	1	1	1	1	
ORTHO_04218	1	1	1	1	
ORTHO_04219	1	1	1	1	
ORTHO_04220	1	1	1	1	
ORTHO_04221	2	0	1	1	
ORTHO_04222	1	1	1	1	
ORTHO_04223	1	1	1	1	
ORTHO_04224	1	1	1	1	
ORTHO_04225	1	1	1	1	
ORTHO_04226	2	0	1	1	
ORTHO_04227	1	1	1	1	
ORTHO_04228	1	1	1	1	
ORTHO_04229	1	1	1	1	
ORTHO_04230	1	1	1	1	
ORTHO_04231	1	1	1	1	
ORTHO_04232	1	1	1	1	
ORTHO_04233	1	1	1	1	
ORTHO_04234	2	0	1	1	
ORTHO_04235	1	1	1	1	
ORTHO_04236	1	1	1	1	
ORTHO_04237	1	1	1	1	
ORTHO_04238	1	1	1	1	
ORTHO_04239	1	1	1	1	
ORTHO_04240	1	1	1	1	
ORTHO_04241	1	1	1	1	
ORTHO_04242	1	1	1	1	
ORTHO_04243	1	1	1	1	
ORTHO_04244	2	0	1	1	
ORTHO_04245	1	1	1	1	
ORTHO_04246	1	1	1	1	
ORTHO_04247	1	1	1	1	
ORTHO_04248	1	1	1	1	
ORTHO_04249	1	1	1	1	
ORTHO_04250	1	1	1	1	
ORTHO_04251	1	1	1	1	
ORTHO_04252	1	1	1	1	
ORTHO_04253	1	1	1	1	
ORTHO_04254	1	1	1	1	
ORTHO_04255	1	1	1	1	
ORTHO_04256	1	1	1	1	
ORTHO_04257	2	0	1	1	
