ORTHOMCL	Neosp1	Orpsp1_1	Anasp1	Pirfi3	DOMAINS
ORTHO_05193	1	1	1	1	
ORTHO_05194	1	1	1	1	
ORTHO_05195	1	1	1	1	
ORTHO_05196	1	1	1	1	
ORTHO_05197	1	1	1	1	
ORTHO_05198	1	1	1	1	
ORTHO_05199	1	1	1	1	
ORTHO_05200	1	1	1	1	
ORTHO_05201	1	1	1	1	
ORTHO_05202	1	1	1	1	
ORTHO_05203	1	1	1	1	
ORTHO_05204	1	1	1	1	
ORTHO_05205	1	1	1	1	
ORTHO_05206	1	1	1	1	
ORTHO_05207	1	1	1	1	
ORTHO_05208	1	1	1	1	
ORTHO_05209	1	2	1	0	
ORTHO_05210	1	1	1	1	
ORTHO_05211	1	1	1	1	
ORTHO_05212	1	1	1	1	
ORTHO_05213	2	0	1	1	
ORTHO_05214	1	1	1	1	
ORTHO_05215	2	0	1	1	
ORTHO_05216	2	0	1	1	
ORTHO_05217	1	1	1	1	
ORTHO_05218	1	1	1	1	
ORTHO_05219	1	1	1	1	
ORTHO_05220	1	1	1	1	
ORTHO_05221	1	1	1	1	
ORTHO_05222	1	1	1	1	
ORTHO_05223	1	1	1	1	
ORTHO_05224	1	1	1	1	
ORTHO_05225	2	0	1	1	
ORTHO_05226	1	1	1	1	
ORTHO_05227	1	1	1	1	
ORTHO_05228	1	1	1	1	
ORTHO_05229	1	1	1	1	
ORTHO_05230	1	1	1	1	
ORTHO_05231	2	0	1	1	
ORTHO_05232	1	1	1	1	
ORTHO_05233	1	1	1	1	
ORTHO_05234	2	0	1	1	
ORTHO_05235	2	0	1	1	
ORTHO_05236	1	1	1	1	
ORTHO_05237	1	1	1	1	
ORTHO_05238	1	1	1	1	
ORTHO_05239	1	1	1	1	
ORTHO_05240	2	0	1	1	
ORTHO_05241	1	1	1	1	
ORTHO_05242	1	1	1	1	
ORTHO_05243	1	1	1	1	
ORTHO_05244	2	0	1	1	
ORTHO_05245	1	1	1	1	
ORTHO_05246	2	0	1	1	
ORTHO_05247	1	1	1	1	
ORTHO_05248	1	1	1	1	
ORTHO_05249	2	0	1	1	
ORTHO_05250	1	1	1	1	
ORTHO_05251	1	1	1	1	
ORTHO_05252	1	1	1	1	
ORTHO_05253	1	1	1	1	
ORTHO_05254	2	0	1	1	
ORTHO_05255	1	1	1	1	
ORTHO_05256	2	0	1	1	
ORTHO_05257	2	1	0	1	
ORTHO_05258	2	1	0	1	
ORTHO_05259	1	1	1	1	
ORTHO_05260	0	3	0	1	
ORTHO_05261	1	1	1	1	
ORTHO_05262	2	0	1	1	
ORTHO_05263	1	1	1	1	
ORTHO_05264	1	1	1	1	
ORTHO_05265	1	1	1	1	
ORTHO_05266	1	1	1	1	
ORTHO_05267	1	1	1	1	
ORTHO_05268	2	1	0	1	
ORTHO_05269	1	1	1	1	
ORTHO_05270	1	1	1	1	
ORTHO_05271	1	1	1	1	
ORTHO_05272	1	1	1	1	
ORTHO_05273	1	1	1	1	
ORTHO_05274	1	1	1	1	
ORTHO_05275	1	1	1	1	
ORTHO_05276	2	0	1	1	
ORTHO_05277	1	1	1	1	
ORTHO_05278	1	1	1	1	
ORTHO_05279	1	1	1	1	
ORTHO_05280	2	0	1	1	
ORTHO_05281	1	1	1	1	
ORTHO_05282	1	1	1	1	
ORTHO_05283	1	1	1	1	
ORTHO_05284	1	1	1	1	
ORTHO_05285	1	1	1	1	
ORTHO_05286	1	1	1	1	
ORTHO_05287	1	1	1	1	
ORTHO_05288	1	1	1	1	
ORTHO_05289	1	1	1	1	
ORTHO_05290	1	1	1	1	
ORTHO_05291	1	1	1	1	
ORTHO_05292	1	1	1	1	
ORTHO_05293	1	1	1	1	
ORTHO_05294	1	1	1	1	
ORTHO_05295	1	1	1	1	
ORTHO_05296	1	1	1	1	
ORTHO_05297	0	2	1	1	
ORTHO_05298	2	0	1	1	
ORTHO_05299	1	1	1	1	
ORTHO_05300	1	0	3	0	
ORTHO_05301	1	1	1	1	
ORTHO_05302	1	1	1	1	
ORTHO_05303	1	1	1	1	
ORTHO_05304	1	1	1	1	
ORTHO_05305	1	1	1	1	
ORTHO_05306	1	1	1	1	
ORTHO_05307	1	1	1	1	
ORTHO_05308	1	1	1	1	
ORTHO_05309	2	0	1	1	
ORTHO_05310	1	1	1	1	
ORTHO_05311	1	2	0	1	
ORTHO_05312	1	1	1	1	
ORTHO_05313	1	1	1	1	
ORTHO_05314	1	1	1	1	
ORTHO_05315	1	1	1	1	
ORTHO_05316	1	1	1	1	
ORTHO_05317	1	1	1	1	
ORTHO_05318	1	1	1	1	
ORTHO_05319	1	1	1	1	
ORTHO_05320	2	0	1	1	
ORTHO_05321	2	0	1	1	
ORTHO_05322	1	1	1	1	
ORTHO_05323	1	1	1	1	
ORTHO_05324	1	1	1	1	
ORTHO_05325	1	1	1	1	
ORTHO_05326	1	2	0	1	
ORTHO_05327	1	1	1	1	
ORTHO_05328	1	1	1	1	
ORTHO_05329	2	0	1	1	
ORTHO_05330	1	1	1	1	
ORTHO_05331	1	1	1	1	
ORTHO_05332	1	1	1	1	
ORTHO_05333	1	1	1	1	
ORTHO_05334	1	1	1	1	
ORTHO_05335	2	0	1	1	
ORTHO_05336	1	1	1	1	
ORTHO_05337	1	1	1	1	
ORTHO_05338	1	1	1	1	
ORTHO_05339	1	1	1	1	
ORTHO_05340	1	1	1	1	
ORTHO_05341	1	1	1	1	
ORTHO_05342	1	1	1	1	
ORTHO_05343	1	1	1	1	
ORTHO_05344	2	1	0	1	
ORTHO_05345	1	1	1	1	
ORTHO_05346	1	1	1	1	
ORTHO_05347	1	1	1	1	
ORTHO_05348	2	0	1	1	
ORTHO_05349	0	4	0	0	
ORTHO_05350	1	1	1	1	
ORTHO_05351	1	1	1	1	
ORTHO_05352	1	1	1	1	
ORTHO_05353	1	1	1	1	
ORTHO_05354	1	1	1	1	
ORTHO_05355	1	1	1	1	
ORTHO_05356	2	0	1	1	
ORTHO_05357	1	2	0	1	
ORTHO_05358	1	1	1	1	
ORTHO_05359	1	1	1	1	
ORTHO_05360	1	1	1	1	
ORTHO_05361	1	1	1	1	
ORTHO_05362	1	1	1	1	
ORTHO_05363	1	1	1	1	
ORTHO_05364	1	1	1	1	
ORTHO_05365	1	1	1	1	
ORTHO_05366	1	1	1	1	
ORTHO_05367	1	1	1	1	
ORTHO_05368	1	1	1	1	
ORTHO_05369	1	1	1	1	
ORTHO_05370	1	1	1	1	
ORTHO_05371	0	1	1	2	
ORTHO_05372	1	1	1	1	
ORTHO_05373	1	1	1	1	
ORTHO_05374	1	1	1	1	
ORTHO_05375	2	0	1	1	
ORTHO_05376	2	0	1	1	
ORTHO_05377	1	1	1	1	
ORTHO_05378	2	0	1	1	
ORTHO_05379	1	1	1	1	
ORTHO_05380	1	1	1	1	
ORTHO_05381	1	1	1	1	
ORTHO_05382	1	1	1	1	
ORTHO_05383	1	1	1	1	
ORTHO_05384	1	1	1	1	
ORTHO_05385	1	1	1	1	
ORTHO_05386	1	1	1	1	
ORTHO_05387	1	1	1	1	
ORTHO_05388	2	0	1	1	
ORTHO_05389	1	1	1	1	
ORTHO_05390	1	1	1	1	
ORTHO_05391	1	1	1	1	
ORTHO_05392	1	1	1	1	
ORTHO_05393	1	1	1	1	
ORTHO_05394	2	0	1	1	
ORTHO_05395	1	1	1	1	
ORTHO_05396	1	1	1	1	
ORTHO_05397	1	1	1	1	
ORTHO_05398	1	2	0	1	
ORTHO_05399	1	1	1	1	
ORTHO_05400	2	1	0	1	
ORTHO_05401	1	1	1	1	
ORTHO_05402	1	1	1	1	
ORTHO_05403	1	1	1	1	
ORTHO_05404	2	0	1	1	
ORTHO_05405	2	0	1	1	
ORTHO_05406	1	1	1	1	
ORTHO_05407	1	1	1	1	
ORTHO_05408	1	1	1	1	
ORTHO_05409	2	0	1	1	
ORTHO_05410	1	1	1	1	
ORTHO_05411	1	1	1	1	
ORTHO_05412	1	1	1	1	
ORTHO_05413	2	0	1	1	
ORTHO_05414	2	0	1	1	
ORTHO_05415	1	1	1	1	
ORTHO_05416	1	1	1	1	
ORTHO_05417	1	1	1	1	
ORTHO_05418	1	1	1	1	
ORTHO_05419	1	1	1	1	
ORTHO_05420	1	1	1	1	
ORTHO_05421	2	0	1	1	
ORTHO_05422	2	0	1	1	
ORTHO_05423	1	1	1	1	
ORTHO_05424	2	0	1	1	
ORTHO_05425	2	0	1	1	
ORTHO_05426	1	1	1	1	
ORTHO_05427	1	1	1	1	
ORTHO_05428	2	0	1	1	
ORTHO_05429	1	1	1	1	
ORTHO_05430	2	0	1	1	
ORTHO_05431	2	0	1	1	
ORTHO_05432	2	0	1	1	
ORTHO_05433	1	1	1	1	
ORTHO_05434	2	0	1	1	
ORTHO_05435	2	1	0	1	
ORTHO_05436	1	1	1	1	
ORTHO_05437	1	1	1	1	
ORTHO_05438	1	1	1	1	
ORTHO_05439	1	1	1	1	
ORTHO_05440	1	1	1	1	
ORTHO_05441	1	1	1	1	
ORTHO_05442	1	1	1	1	
ORTHO_05443	2	0	1	1	
ORTHO_05444	1	1	1	1	
ORTHO_05445	1	1	1	1	
ORTHO_05446	1	1	1	1	
ORTHO_05447	1	1	1	1	
ORTHO_05448	1	1	1	1	
ORTHO_05449	1	1	1	1	
ORTHO_05450	1	1	1	1	
ORTHO_05451	1	1	1	1	
ORTHO_05452	1	1	1	1	
ORTHO_05453	2	1	1	0	
ORTHO_05454	2	0	1	1	
ORTHO_05455	1	1	1	1	
ORTHO_05456	1	1	1	1	
ORTHO_05457	0	2	1	1	
ORTHO_05458	1	1	1	1	
ORTHO_05459	1	1	1	1	
ORTHO_05460	1	1	1	1	
ORTHO_05461	1	1	1	1	
ORTHO_05462	1	1	1	1	
ORTHO_05463	1	1	1	1	
ORTHO_05464	1	1	1	1	
ORTHO_05465	1	1	1	1	
ORTHO_05466	1	1	1	1	
ORTHO_05467	2	1	0	1	
ORTHO_05468	0	1	2	1	
ORTHO_05469	1	1	1	1	
ORTHO_05470	1	1	1	1	
ORTHO_05471	1	1	1	1	
ORTHO_05472	1	1	1	1	
ORTHO_05473	2	1	0	1	
ORTHO_05474	1	1	1	1	
ORTHO_05475	2	0	1	1	
ORTHO_05476	1	1	1	1	
ORTHO_05477	1	1	1	1	
ORTHO_05478	1	1	1	1	
ORTHO_05479	1	1	1	1	
ORTHO_05480	1	1	1	1	
ORTHO_05481	1	1	1	1	
ORTHO_05482	2	0	1	1	
ORTHO_05483	1	1	1	1	
ORTHO_05484	1	2	0	1	
ORTHO_05485	1	1	1	1	
ORTHO_05486	1	1	1	1	
ORTHO_05487	1	1	1	1	
ORTHO_05488	2	0	1	1	
ORTHO_05489	1	1	1	1	
ORTHO_05490	1	1	1	1	
ORTHO_05491	2	1	0	1	
ORTHO_05492	1	1	1	1	
ORTHO_05493	1	1	1	1	
ORTHO_05494	1	1	1	1	
ORTHO_05495	1	1	1	1	
ORTHO_05496	1	1	1	1	
ORTHO_05497	1	0	1	2	
ORTHO_05498	1	1	1	1	
ORTHO_05499	1	1	1	1	
ORTHO_05500	2	0	1	1	
ORTHO_05501	1	1	1	1	
ORTHO_05502	1	1	1	1	
ORTHO_05503	2	1	1	0	
ORTHO_05504	2	0	1	1	
ORTHO_05505	2	0	1	1	
ORTHO_05506	1	1	1	1	
ORTHO_05507	1	1	1	1	
ORTHO_05508	1	1	1	1	
ORTHO_05509	1	1	1	1	
ORTHO_05510	1	1	1	1	
ORTHO_05511	2	0	1	1	
ORTHO_05512	1	1	1	1	
ORTHO_05513	1	1	1	1	
ORTHO_05514	1	1	1	1	
ORTHO_05515	1	1	1	1	
ORTHO_05516	1	1	1	1	
ORTHO_05517	1	1	1	1	
ORTHO_05518	1	2	0	1	
ORTHO_05519	1	1	1	1	
ORTHO_05520	1	1	1	1	
ORTHO_05521	1	1	1	1	
ORTHO_05522	1	1	1	1	
ORTHO_05523	1	1	1	1	
ORTHO_05524	0	2	1	1	
ORTHO_05525	2	0	1	1	
ORTHO_05526	1	1	1	1	
ORTHO_05527	1	1	1	1	
ORTHO_05528	1	1	1	1	
ORTHO_05529	1	1	1	1	
ORTHO_05530	2	1	0	1	
ORTHO_05531	1	1	1	1	
ORTHO_05532	1	1	1	1	
ORTHO_05533	1	1	1	1	
ORTHO_05534	1	1	1	1	
ORTHO_05535	1	1	1	1	
ORTHO_05536	1	1	1	1	
ORTHO_05537	2	0	1	1	
ORTHO_05538	1	1	1	1	
ORTHO_05539	1	1	1	1	
ORTHO_05540	2	0	1	1	
ORTHO_05541	1	1	1	1	
ORTHO_05542	2	0	1	1	
ORTHO_05543	1	1	1	1	
ORTHO_05544	1	1	1	1	
ORTHO_05545	1	1	1	1	
ORTHO_05546	1	1	1	1	
ORTHO_05547	2	0	1	1	
ORTHO_05548	1	1	1	1	
ORTHO_05549	1	1	1	1	
ORTHO_05550	1	2	0	1	
ORTHO_05551	2	0	1	1	
ORTHO_05552	1	1	1	1	
ORTHO_05553	1	1	1	1	
ORTHO_05554	1	1	1	1	
ORTHO_05555	1	1	1	1	
ORTHO_05556	1	1	1	1	
ORTHO_05557	1	1	1	1	
ORTHO_05558	1	1	1	1	
ORTHO_05559	2	1	0	1	
ORTHO_05560	1	1	1	1	
ORTHO_05561	1	1	1	1	
ORTHO_05562	1	1	1	1	
ORTHO_05563	1	1	1	1	
ORTHO_05564	1	1	1	1	
ORTHO_05565	1	1	1	1	
ORTHO_05566	1	1	1	1	
ORTHO_05567	1	1	1	1	
ORTHO_05568	1	1	1	1	
ORTHO_05569	1	1	1	1	
ORTHO_05570	1	1	1	1	
ORTHO_05571	1	1	1	1	
ORTHO_05572	1	1	1	1	
ORTHO_05573	1	1	1	1	
ORTHO_05574	2	0	1	1	
ORTHO_05575	2	0	1	1	
ORTHO_05576	1	1	1	1	
ORTHO_05577	1	1	1	1	
ORTHO_05578	1	1	1	1	
ORTHO_05579	1	1	1	1	
ORTHO_05580	1	1	1	1	
ORTHO_05581	1	1	1	1	
ORTHO_05582	1	1	1	1	
ORTHO_05583	1	1	1	1	
ORTHO_05584	1	1	1	1	
ORTHO_05585	1	1	1	1	
ORTHO_05586	2	0	1	1	
ORTHO_05587	1	1	1	1	
ORTHO_05588	1	1	1	1	
ORTHO_05589	1	1	1	1	
ORTHO_05590	1	2	0	1	
ORTHO_05591	2	0	1	1	
ORTHO_05592	1	1	1	1	
ORTHO_05593	1	1	1	1	
ORTHO_05594	0	2	1	1	
ORTHO_05595	1	1	1	1	
ORTHO_05596	2	0	1	1	
ORTHO_05597	1	1	1	1	
ORTHO_05598	1	1	1	1	
ORTHO_05599	1	1	1	1	
ORTHO_05600	1	1	1	1	
ORTHO_05601	2	0	1	1	
ORTHO_05602	1	1	1	1	
ORTHO_05603	1	1	1	1	
ORTHO_05604	2	0	1	1	
ORTHO_05605	1	1	1	1	
ORTHO_05606	2	0	1	1	
ORTHO_05607	1	1	1	1	
ORTHO_05608	2	0	1	1	
ORTHO_05609	1	1	1	1	
ORTHO_05610	2	1	0	1	
ORTHO_05611	1	1	1	1	
ORTHO_05612	1	1	1	1	
ORTHO_05613	2	0	1	1	
ORTHO_05614	1	1	1	1	
ORTHO_05615	1	1	1	1	
ORTHO_05616	2	1	0	1	
ORTHO_05617	1	1	1	1	
ORTHO_05618	1	1	1	1	
ORTHO_05619	1	1	1	1	
ORTHO_05620	1	1	1	1	
ORTHO_05621	1	1	1	1	
ORTHO_05622	1	1	1	1	
ORTHO_05623	1	1	1	1	
ORTHO_05624	1	1	1	1	
ORTHO_05625	1	1	1	1	
ORTHO_05626	1	1	1	1	
ORTHO_05627	0	2	1	1	
ORTHO_05628	1	1	1	1	
ORTHO_05629	1	1	1	1	
ORTHO_05630	1	1	1	1	
ORTHO_05631	1	1	1	1	
ORTHO_05632	2	0	1	1	
ORTHO_05633	1	1	1	1	
ORTHO_05634	1	1	1	1	
ORTHO_05635	1	1	1	1	
ORTHO_05636	0	1	2	1	
ORTHO_05637	1	1	1	1	
ORTHO_05638	2	0	1	1	
ORTHO_05639	1	1	1	1	
ORTHO_05640	1	1	1	1	
ORTHO_05641	2	0	1	1	
ORTHO_05642	1	1	1	1	
ORTHO_05643	1	1	1	1	
ORTHO_05644	2	0	1	1	
ORTHO_05645	1	2	0	1	
ORTHO_05646	1	1	1	1	
ORTHO_05647	1	1	1	1	
ORTHO_05648	1	1	1	1	
ORTHO_05649	1	1	1	1	
ORTHO_05650	1	1	1	1	
ORTHO_05651	1	1	1	1	
ORTHO_05652	1	1	1	1	
ORTHO_05653	0	1	1	2	
ORTHO_05654	1	1	1	1	
ORTHO_05655	2	0	1	1	
ORTHO_05656	0	2	1	1	
ORTHO_05657	1	1	1	1	
ORTHO_05658	1	0	2	1	
ORTHO_05659	1	1	1	1	
ORTHO_05660	0	3	0	1	
ORTHO_05661	2	0	1	1	
ORTHO_05662	2	0	1	1	
ORTHO_05663	1	1	1	1	
ORTHO_05664	2	1	0	1	
ORTHO_05665	1	1	1	1	
ORTHO_05666	1	2	0	1	
ORTHO_05667	1	1	1	1	
ORTHO_05668	1	1	1	1	
ORTHO_05669	1	0	2	1	
ORTHO_05670	1	1	1	1	
ORTHO_05671	1	1	1	1	
ORTHO_05672	2	0	1	1	
ORTHO_05673	2	0	1	1	
ORTHO_05674	1	1	1	1	
ORTHO_05675	1	1	1	1	
ORTHO_05676	1	1	1	1	
ORTHO_05677	2	0	1	1	
ORTHO_05678	1	1	1	1	
ORTHO_05679	1	1	1	1	
ORTHO_05680	1	1	1	1	
ORTHO_05681	1	1	1	1	
ORTHO_05682	0	2	1	1	
ORTHO_05683	1	1	1	1	
ORTHO_05684	2	0	1	1	
ORTHO_05685	1	1	1	1	
ORTHO_05686	1	1	1	1	
ORTHO_05687	1	1	1	1	
ORTHO_05688	1	1	1	1	
ORTHO_05689	1	1	1	1	
ORTHO_05690	1	1	1	1	
ORTHO_05691	2	0	1	1	
ORTHO_05692	2	0	1	1	
ORTHO_05693	2	0	1	1	
ORTHO_05694	1	1	1	1	
ORTHO_05695	1	1	1	1	
ORTHO_05696	1	1	1	1	
ORTHO_05697	1	1	1	1	
ORTHO_05698	1	1	1	1	
ORTHO_05699	2	0	1	1	
ORTHO_05700	1	1	1	1	
ORTHO_05701	2	0	1	1	
ORTHO_05702	1	1	1	1	
ORTHO_05703	2	0	1	1	
ORTHO_05704	2	0	1	1	
ORTHO_05705	1	2	0	1	
ORTHO_05706	1	1	1	1	
ORTHO_05707	1	1	1	1	
ORTHO_05708	2	0	1	1	
ORTHO_05709	1	1	1	1	
ORTHO_05710	1	1	1	1	
ORTHO_05711	1	1	1	1	
ORTHO_05712	2	0	1	1	
ORTHO_05713	1	1	1	1	
ORTHO_05714	1	1	1	1	
ORTHO_05715	0	2	1	1	
ORTHO_05716	1	1	1	1	
ORTHO_05717	1	1	1	1	
ORTHO_05718	1	1	1	1	
ORTHO_05719	1	1	1	1	
ORTHO_05720	2	0	1	1	
ORTHO_05721	1	1	1	1	
ORTHO_05722	1	1	1	1	
ORTHO_05723	1	1	1	1	
ORTHO_05724	1	1	1	1	
ORTHO_05725	1	1	1	1	
ORTHO_05726	1	1	1	1	
ORTHO_05727	2	0	1	1	
ORTHO_05728	1	1	1	1	
ORTHO_05729	1	1	1	1	
ORTHO_05730	1	1	1	1	
ORTHO_05731	1	1	1	1	
ORTHO_05732	1	1	1	1	
ORTHO_05733	1	1	1	1	
ORTHO_05734	1	1	1	1	
ORTHO_05735	2	0	1	1	
ORTHO_05736	1	1	1	1	
ORTHO_05737	2	0	1	1	
ORTHO_05738	1	1	1	1	
ORTHO_05739	1	1	1	1	
ORTHO_05740	1	1	1	1	
ORTHO_05741	1	1	1	1	
ORTHO_05742	1	1	1	1	
ORTHO_05743	1	1	1	1	
ORTHO_05744	1	1	1	1	
ORTHO_05745	1	1	1	1	
ORTHO_05746	1	1	1	1	
ORTHO_05747	2	0	1	1	
ORTHO_05748	1	1	1	1	
ORTHO_05749	1	1	1	1	
ORTHO_05750	1	1	1	1	
ORTHO_05751	1	1	1	1	
ORTHO_05752	1	1	1	1	
ORTHO_05753	0	0	3	1	
ORTHO_05754	1	1	1	1	
ORTHO_05755	2	0	1	1	
ORTHO_05756	1	1	1	1	
ORTHO_05757	2	1	0	1	
ORTHO_05758	1	1	1	1	
ORTHO_05759	1	1	1	1	
ORTHO_05760	1	1	1	1	
ORTHO_05761	1	1	1	1	
ORTHO_05762	1	1	1	1	
ORTHO_05763	2	0	1	1	
ORTHO_05764	1	1	1	1	
ORTHO_05765	2	0	1	1	
ORTHO_05766	1	1	1	1	
ORTHO_05767	1	1	1	1	
ORTHO_05768	1	1	1	1	
ORTHO_05769	1	1	1	1	
ORTHO_05770	2	0	1	1	
ORTHO_05771	1	1	1	1	
ORTHO_05772	1	1	1	1	
ORTHO_05773	1	1	1	1	
ORTHO_05774	1	1	1	1	
ORTHO_05775	1	1	1	1	
ORTHO_05776	2	0	1	1	
ORTHO_05777	1	1	1	1	
ORTHO_05778	1	1	2	0	
ORTHO_05779	1	1	1	1	
ORTHO_05780	2	0	1	1	
ORTHO_05781	2	0	1	1	
ORTHO_05782	1	1	1	1	
ORTHO_05783	2	0	1	1	
ORTHO_05784	2	0	1	1	
ORTHO_05785	1	1	1	1	
ORTHO_05786	1	1	1	1	
ORTHO_05787	2	0	1	1	
ORTHO_05788	1	1	1	1	
ORTHO_05789	1	1	1	1	
ORTHO_05790	2	0	1	1	
ORTHO_05791	2	0	1	1	
ORTHO_05792	1	1	1	1	
ORTHO_05793	1	1	1	1	
ORTHO_05794	1	1	1	1	
ORTHO_05795	1	1	1	1	
ORTHO_05796	1	1	1	1	
ORTHO_05797	1	1	1	1	
ORTHO_05798	2	1	1	0	
ORTHO_05799	1	1	1	1	
ORTHO_05800	1	1	1	1	
ORTHO_05801	1	1	1	1	
ORTHO_05802	1	1	1	1	
ORTHO_05803	1	1	1	1	
ORTHO_05804	1	1	1	1	
ORTHO_05805	1	1	1	1	
ORTHO_05806	1	1	1	1	
ORTHO_05807	1	2	0	1	
ORTHO_05808	1	1	1	1	
ORTHO_05809	2	0	1	1	
ORTHO_05810	1	1	1	1	
ORTHO_05811	1	1	1	1	
ORTHO_05812	2	0	1	1	
ORTHO_05813	2	0	1	1	
ORTHO_05814	2	0	1	1	
ORTHO_05815	2	1	0	1	
ORTHO_05816	2	0	1	1	
ORTHO_05817	1	1	1	1	
ORTHO_05818	1	1	1	1	
ORTHO_05819	1	1	1	1	
ORTHO_05820	1	1	1	1	
ORTHO_05821	1	1	1	1	
ORTHO_05822	1	1	1	1	
ORTHO_05823	1	1	1	1	
ORTHO_05824	1	1	1	1	
ORTHO_05825	1	1	1	1	
ORTHO_05826	1	1	1	1	
ORTHO_05827	2	1	0	1	
ORTHO_05828	1	1	1	1	
ORTHO_05829	1	1	1	1	
ORTHO_05830	1	1	1	1	
ORTHO_05831	1	1	1	1	
ORTHO_05832	1	1	1	1	
ORTHO_05833	2	0	1	1	
ORTHO_05834	1	1	1	1	
ORTHO_05835	1	1	1	1	
ORTHO_05836	1	1	1	1	
ORTHO_05837	2	0	1	1	
ORTHO_05838	1	1	1	1	
ORTHO_05839	2	0	1	1	
ORTHO_05840	2	0	1	1	
ORTHO_05841	2	0	1	1	
ORTHO_05842	1	1	1	1	
ORTHO_05843	1	1	1	1	
ORTHO_05844	1	1	1	1	
ORTHO_05845	2	0	1	1	
ORTHO_05846	1	1	1	1	
ORTHO_05847	1	1	1	1	
ORTHO_05848	1	1	1	1	
ORTHO_05849	1	1	1	1	
ORTHO_05850	2	0	1	1	
ORTHO_05851	1	1	1	1	
ORTHO_05852	1	1	1	1	
ORTHO_05853	1	1	1	1	
ORTHO_05854	1	1	1	1	
ORTHO_05855	1	1	1	1	
ORTHO_05856	1	0	2	1	
ORTHO_05857	2	0	1	1	
ORTHO_05858	1	1	1	1	
ORTHO_05859	2	0	1	1	
ORTHO_05860	1	1	1	1	
ORTHO_05861	1	1	1	1	
ORTHO_05862	1	1	1	1	
ORTHO_05863	1	1	1	1	
ORTHO_05864	1	1	1	1	
ORTHO_05865	1	1	1	1	
ORTHO_05866	1	1	1	1	
ORTHO_05867	1	1	1	1	
ORTHO_05868	1	1	1	1	
ORTHO_05869	1	1	1	1	
ORTHO_05870	0	0	3	1	
ORTHO_05871	0	1	2	1	
ORTHO_05872	1	1	1	1	
ORTHO_05873	1	1	1	1	
ORTHO_05874	1	1	1	1	
ORTHO_05875	1	1	1	1	
ORTHO_05876	1	1	1	1	
ORTHO_05877	1	1	1	1	
ORTHO_05878	1	1	1	1	
ORTHO_05879	1	1	1	1	
ORTHO_05880	2	0	1	1	
ORTHO_05881	1	2	0	1	
ORTHO_05882	1	1	1	1	
ORTHO_05883	2	0	1	1	
ORTHO_05884	1	1	1	1	
ORTHO_05885	1	1	1	1	
ORTHO_05886	2	0	1	1	
ORTHO_05887	2	0	1	1	
ORTHO_05888	2	0	1	1	
ORTHO_05889	1	1	1	1	
ORTHO_05890	1	1	1	1	
ORTHO_05891	1	1	1	1	
ORTHO_05892	1	1	1	1	
ORTHO_05893	1	1	1	1	
ORTHO_05894	1	1	1	1	
ORTHO_05895	2	0	1	1	
ORTHO_05896	1	1	1	1	
ORTHO_05897	1	1	1	1	
ORTHO_05898	1	1	1	1	
ORTHO_05899	2	1	0	1	
ORTHO_05900	1	1	1	1	
ORTHO_05901	1	1	1	1	
ORTHO_05902	1	1	1	1	
ORTHO_05903	1	1	1	1	
ORTHO_05904	1	1	1	1	
ORTHO_05905	1	1	1	1	
ORTHO_05906	1	1	1	1	
ORTHO_05907	1	1	1	1	
ORTHO_05908	2	0	1	1	
ORTHO_05909	1	1	1	1	
ORTHO_05910	1	1	1	1	
ORTHO_05911	1	1	1	1	
ORTHO_05912	1	1	1	1	
ORTHO_05913	2	0	1	1	
ORTHO_05914	1	1	1	1	
ORTHO_05915	1	1	1	1	
ORTHO_05916	2	0	1	1	
ORTHO_05917	2	1	0	1	
ORTHO_05918	1	1	1	1	
ORTHO_05919	1	1	1	1	
ORTHO_05920	1	1	1	1	
ORTHO_05921	2	1	0	1	
ORTHO_05922	2	0	1	1	
ORTHO_05923	2	0	1	1	
ORTHO_05924	1	1	1	1	
ORTHO_05925	1	1	1	1	
ORTHO_05926	1	1	1	1	
ORTHO_05927	1	1	1	1	
ORTHO_05928	1	1	1	1	
ORTHO_05929	2	1	0	1	
ORTHO_05930	1	1	1	1	
ORTHO_05931	1	1	1	1	
ORTHO_05932	1	1	1	1	
ORTHO_05933	1	1	1	1	
ORTHO_05934	1	1	1	1	
ORTHO_05935	1	1	1	1	
ORTHO_05936	1	1	1	1	
ORTHO_05937	1	2	0	1	
ORTHO_05938	2	0	1	1	
ORTHO_05939	1	1	1	1	
ORTHO_05940	2	0	1	1	
ORTHO_05941	1	1	1	1	
ORTHO_05942	1	1	1	1	
ORTHO_05943	2	0	1	1	
ORTHO_05944	2	0	1	1	
ORTHO_05945	1	1	1	1	
ORTHO_05946	1	1	1	1	
ORTHO_05947	1	1	1	1	
ORTHO_05948	1	1	1	1	
ORTHO_05949	1	1	1	1	
ORTHO_05950	1	1	1	1	
ORTHO_05951	1	1	1	1	
ORTHO_05952	1	1	1	1	
ORTHO_05953	1	1	1	1	
ORTHO_05954	2	0	1	1	
ORTHO_05955	1	1	1	1	
ORTHO_05956	1	1	1	1	
ORTHO_05957	1	1	1	1	
ORTHO_05958	1	1	1	1	
ORTHO_05959	2	0	1	1	
ORTHO_05960	1	1	1	1	
ORTHO_05961	1	1	1	1	
ORTHO_05962	1	1	1	1	
ORTHO_05963	1	1	1	1	
ORTHO_05964	1	1	1	1	
ORTHO_05965	1	1	1	1	
ORTHO_05966	2	0	1	1	
ORTHO_05967	2	0	1	1	
